msno,is_churn
vYPGGNlLHEUB5eNXuwY/5xUsGcg8kT/TkgsxOkWTcRk=,0
OVaEVm0K8HHDkpJuYCxz8OX+7/AgZwCqkIp3Ja4GkzE=,0
+nhzYYPq8XEEdxHz7SEoeQKcZIAenToImThUqJpP93U=,0
muWpFP2fk/GgzbmQ/P1yId/9qBj8yqrQpgSFLB/hiJ4=,0
UldLqH5NGatYV4SPAw9kO76syWyXnZcNx014YKq1QHw=,0
izoasvSP934Zca1o1PdRukF5DsbNwFaxAsdQGebCSBE=,0
iQ1ifzK+77mi+fCCuvQHsijXrKdeJQtcCNgbeSMQz1U=,0
gAfpKY7k6ocr0Vzaxo3sBGL3KxgKbPZFz31JX6DF5/A=,0
zuVttBKsyob2940FEP/JNmSyLBkcBtGDl/HqpMqTPSU=,0
A3UNwedUJ2m6Mr/vAY4YtDI3njz2m2cOf8fJfMaHN5s=,0
jq0lNmzHlXQJUrfAWo8M50WW5JWxUPX3L6obQQuVYvY=,0
qogzIpu+3SlkZkbbFQtzm62qMcWqZ4jqb1JLcj8vev4=,0
+cYDLAgxEcz668Tj/0wC9id4hNCm+joEpXhtAdkBwDk=,0
gtGa7rUpGcMgGsdTlXb6pPUIP9TUq0Z+1f/pcWos4XI=,0
gIsQJX3PkbxmH/CN1njNNGTzogeErc7Gd8Ep/TZKxfw=,0
SltRlgLv0cbYeS/ahuK/rzawVo6OlcX4vIGmNUdgIyw=,0
5sdwRMXmNowFPeG3US/z4SvvTQJ+FwpokCFWM1gihpI=,0
Jle7d8LsRY20JzSkTWBWoaVVb6y6aJso/H9CtjA/tpM=,0
gqbSYTd/+XUkGHgk9NNLL5ZFJdtIJPr3r3RV+1p0vhE=,0
8j00Fvv95EpTXRabk+CM/mvadMw/AVbuRlt4D8CtuA4=,0
GcudSe3z87L2iXuqnfJMSThqXE8x3d+WqMYJpIHjQJE=,0
lxChExR/eqJtbKdwPnSojIA6M5sO8TffnncyPEMpTRA=,0
WxHsq4ugTWOlvlytmTQORSbKekVbcrYsCrMpXvS8eGY=,0
LiCNDv570tIWU/acwv/WuFc129dZicmTAqlOrCDpZZE=,0
tTwObCiijDnKp2mKLP3RhYSjAZKx1vED+Ir9JvwkPfk=,0
LEUHdCH9TB5D4yoUzDC+8y7SZoINcp2RZ+xTbxIsYNg=,0
nmFypun2WFFFU+2ccFJRKIodIzRXmHUWD+FIN2uCu3U=,0
1sVg11MTMGZ6+lcMH/+ZeUepv+wNNSiEUaUR38a8g/s=,0
rEUgUV+jjlnExyeBSyafJFJ9qaoTkwvRLtnhJuU9NpI=,0
bi0Gt/nvkG9HGsMmS4nPLj8X+AQOlDtdktrxtdF0U1w=,0
rmwXoBYnFtHi9a+Up9NKybQeAbYxmn1INMkY/eFmNx8=,0
8J3q9WSAFQhu0P654qfGcczYtcCp6Z3Z5PbsjQD1Xao=,0
+MnkV6UkOUr/PSVOD6bnCGMHmFou+DOrdK4qiHPKU4M=,0
DENnV7iHfizPKIC9hlBNp2stg8yPYkFMZSN4m9YqxGg=,0
R2x+dnqttdJvrIs79vN0gYqtHPPqd8iZvSpi1avCDv4=,0
yaT7OITRDoAVz2OPaeHyYpeEZzHzByR11twmOTTGYOw=,0
0lv/DiT8gunUKk/OodEeMNwkRpjfurRnOcAuTOr6DmM=,0
br0wwroFNYAHebsyo16HlamuEAltds+xgpM91l86oic=,0
XfMx53hUoIAX3tJxQAQYWyuyngJm59m63Uoq/qeCg2A=,1
pZQQtKXwdD6JXC/9roV2yrUSFXiCC2aaolKmhgJNc8o=,0
7Zur3VhfsENvex+ESlf8A6DR3Q9V0Fx7zI220lMczSg=,0
fbqN53oE95apKmQCBTeQHU0NJLl5LMBnh0KI4O2ERfQ=,0
GSNFGlb3t/z+92PxEIepFTs0L7W7SUwdnYYsz9ua+gQ=,0
ziWNRr4BZ1OQL/CBRtytFobVbZnLMhRMSKH5Ddgk6+w=,0
xMVhZcYpD2pFvKVdVF9IeR/pVB7+rtcvap1cPJzYpvs=,0
0QwnYGKfE3wsldIGM7rJ9MHt2yWCs2/wB753Et3WokM=,0
loBkgePhYphW7XeuC9pfF/OaC0i9DyAJHMVO2KtzN4A=,0
c+X1VSd1xAuTtDm0T4khE7SYKZc/xRzcPnZYmzEBjw4=,0
0YQAzVBqV+zXbpYd6mlEDW82qdq418n0+9N9ckbPITI=,0
tCP2b2i4uUChafuAIPOj+qB5cU47M0E/70wQB7wY0pM=,0
lSv0RbNEGBgBuwKD0xo+fOQI2n2sV08PaYs2o4YL6eY=,0
IV12WaX0ugg80RzBcmrc2gegyxBI34ubK0hgXi3Sxgo=,0
8Mb0oJGGFPw6ZfRFVMup3W6/xmKsdo+ECLEDEbi/Jfc=,0
cqmZYnpXT9vArmrce/1HQ+dMAp86tWf8NFtj+mTaPyk=,1
SYkQaiBDWlAYWiMDkHyRJgWIN6R1RV+GhH2q1c+dxiE=,0
u66gDjwqGawIGcYxais3dLcpXAhZcwl27JtQtCNxWcE=,0
Qj4nzC5uJON6CKo2weLom4Ill8tyhbMG+/GWeljWnzg=,0
InS927+oojYhqrNPIgep4CtyPPX+HenEFQUGo+ONyoI=,0
d59TtJZt04DiXWErnSQ0FNR7sDToGpt9n8GMTSWocSU=,0
nyymCJrxAHannNG5JYeMzZV2EsLKvppZx1lpV7TlzdU=,0
OeiqNJyYizRhUfbjuASNETYWVW1DEPo2U5AAOeKaRfc=,0
BR4d9oaCqhNvOYW0/tKlJDiHaeVZgEotbeyJ2vGsJdE=,0
UcGwgA31Fm2Mwa7B5hnFlzAlgSmXlmCUbZRRg9EN1T4=,0
yStQKU0LonvRaeNoaOh0RCAEklPEbyVpQAQSGuGMPWM=,0
Tt45HNhdz7DPSu6/H8mFOx+rl8P6vA2h352iu8by0RI=,0
F7CPeUiv4BUDNy1xq9RrWQrkXv8dGnRqGu8/gG913cI=,0
g76vPJvusQT2P8O1T+5xbQWgCwEiUgpj8/X3O+BqGhk=,0
tqFHr//1Z16PHMSs+zUqJS762omgaXxmtupDDgRDYyM=,0
UHR0gvoFhqKGSWVUYkMM34am8hmC6smEdxKKxtAMhtw=,0
BFbmWELMQm4DAtp5YAjH0iP7zB+XeTvKet6dJIPMvA8=,0
0sA8Bos5ZbdgEQJppv2mnLJ5LISGz4nMzJ3lrWB9R2U=,0
QcymRoUEIRrFIda4gel+BVBp6IorbIavsaScD2ZziWE=,0
qmwbrzrXWB3pRUBf3HPosVeF/VHgOKCTnEgMjeslmr4=,0
A1IXmsYV1u0pqhQ6FQDP36I58QA2YTo2fUdrQvU01HY=,0
drmoszDyenJ3z5xWH3qngXJPH00H7DebNfFOyH7L99g=,0
QZP4i1UIVW605+zVe+wd2yy085T5ZpXFPMvCFFyznNg=,1
86mxfbAknuAK/AkULrPL5b3KdcSSDWUQ4whRcEBe5ww=,0
InRZAkrs2wlqZDSfnCc+s9bONCUQzhbQ9kjsWx2URlg=,0
U96RcTRXLMgTLz2fl9UGysZShYFzcLF1MkbtgaVTvDg=,0
r7AI9iAq4OxSPbkygpUPnncSOSsafMyzdKmQUfnzdKY=,0
F/CSDcYrM+7kBVIkSvEEEOj3ve9N3oJa8FvccNhE5bI=,0
Di6YxM2HLWA/tDq453Gpopr/ns7SYOz3UwZ7OQ1UHYM=,0
bo8TvDo9i9znX9dLhQRKnkzLDlyJG8srqUVs9R1ZIas=,0
QvpklsT8YGf5dksK9HqZamrHj1sNNRxLZ62sH7Ij0Wg=,0
JjKqJyNLabfPXSBNa1e+V8LRZAEOmghJZANhtaOKMb4=,0
8V6feuY6ytbhensjp/4GWMlX9cJMepIb2f20bqTvesE=,0
mRE44/zhVNEin2zdO6qXKXKgGl2T0iGWHR/7pbrs1Us=,0
K0HF+rmQgU78mN0qwkjdilHEcr4nF1Iyx1PnV2HXxic=,0
JxbyS67KfYpkUZeLNqc2b47CH6uEkEBmFa5GjMiWuxM=,0
q3JMoCXlLOc0Cji1+W4dSmLH58eOreYxLapnbho3BR4=,0
4p7jC5W4yL1cihaG9os8JKKR7TfWX55XHCISu3IOGE4=,0
Y0C0HI7NBWvocC/rM0Rcff99lGIoUJLt+AdMwdfMmlA=,0
hy+pud9bifOFI0Ckefm43YiIGmVDryq4Frm6MzajQ7k=,0
p+/A4CkuHNk8hOvrclmk2XP+ywfADAMgKjLnaxPDq54=,0
5RJ9uobz+CZY1w4YzQc2SceRbVJz7v7YJtMJH9jdiik=,0
pG09GElBSrT/XEfG9Pw0o1XbTTY93m74UqmDg1dhWy0=,0
KzBx+IUsrO9zS9+5Zen1jNBoJTrYXGoDZQd0vQMfbzI=,0
aTudDZz0ZjTu9lj8yOnj88BH5RfYk8/3Eozh/cUoOJU=,0
+Z2+0mGm2n+es6HO5O25Uhtr+YoZCBudoGncZtnbBYw=,0
bAs3rxpeQMWsl6N41IakqcAR6gLazHx3h6jhzaCQvv4=,0
dPMHFi2pLoT0p53riHkJIH/Y7ATofj0rxtbzcCdDG48=,0
usR81cJylBlyXeCeenqD6PWkSqfrPCJgWV4I+0Zrvns=,1
d27UvWQOo3xgPTb8RWRdI+YQrNfqNcfsQSlmkjdwU7E=,0
8AHyK5mk3ZnLtraNyySEkaJ31MfLDxG/zIFRLJ2FjVk=,0
HS2w9TVCPWCv9diIWlkKmUt+WCKzh8X5qKwPEUPxI78=,0
tmsl31TopSBHChvfyB93bpC+Wo7tq/lwu3Ap7eLxMLQ=,1
Hy6dsDoPRdG5saX45Grs36hHNSA84GK+xO880848UY8=,0
KbK22qbXkYGGG8SGqLjdLwFwyg/ttYvK/lLa1K2/Qx8=,0
HqftXJUz1JqGDYdkDARaz/S2JEvZvzS8WORMVV/VnD8=,0
BXDoCP76YeLGykbcpGvCC1FJY+EwuBHmhy2i1YEc6sU=,0
qkivsnFO7LTe64qNHb7hkjoxWneYnsx8HIiXc89D49U=,0
sgBmPTPcNRMFDm6qrdkTaglPX6YJ1fvWC7VeG/uRtvM=,0
fTuUabbzF+l2kfs+2aQbkQs+pugLTeO555K1f1O+96s=,0
X9IpmEwo2YI3McByfp8Td99VCRp0DSPv6dYYHftg2iU=,0
RAzL8B+RTHJxcuJ7VknLCtd4R6wu80zB0absEPem8B0=,0
wbZjjkzwD/ExsJXk0myrQFgw0smehsNw4MF+djtnig4=,0
oLnjOBE1TsQB2K+7kC8YRE5j3+0bg7DoSMwFERIVgrk=,0
GlNuiWw2B82pYzUD+4hGF2q9Z0P63v/GiX5v5Aj1P9k=,0
rwgKzUrxqS0LOhnUPKpEW7M4SUAyD15Dd1rCbik83+8=,1
5YPrBPv1PcutMjGLWp+OipoZrhgklm5/1RsUDaI6hO4=,0
vtR12rnTOaQ8/H0CefnRBUEzj3YJF8XvWiApo8e/+cs=,0
o6sSIq2mfnuhZqTC1rlHS0iJvshOJ5TkbtgvmggSWTE=,0
qVsFLLvH53n9/XE6URRgrlqYZ6svGaNFGpTbEK9fLt8=,0
mJkcBkZrWxHvYwNKa9jGRD0Tq8WHpeWX+PPyGA0/h14=,0
IHyrT+9SS8w32lYg3plyH0cAmvcilG/h7E1YiOGSCGg=,0
nuF0HGkb0qjZhe1ir1UHmy+/SIiIwad4+u2iqC8KLXo=,1
ayJXsKRtYMqm6by3LOgbUaKsj2MkHi96nyl8qtpEeXg=,0
0U0OakVy0YAFlIX1ow+JJGG4EdFoSgIwqk1lm3Eg6Ts=,0
0toK8KuBP3HB5TT1boxFxhPL18h1tWq3A+2k52qhrO0=,0
O00VOvuSuxNTCMIm6gTt32QdqEvtQ1W0ItKl5FwMNsQ=,0
nNI5UJbY0RqNKcdS6MTdzw59kHNNRMVZBGckOaOCQiw=,0
UkSBCc5Ql3AUa00fIgaxZpHOLJqeY2mVo6eh/txjA2s=,0
aJHgdPPgeOQPA1vwOXASDEw7V+TexivP7Rv2YpNtal8=,1
0YIobdWMG3o0cNhez/Cjt5fk1B9+bepCcnT0o3Y9YEI=,0
BiE1w2/6G66bv1DSWR5yIkhOMjSTORMUikrUVmqjnk4=,0
UVihNDMOhcyvawMtUS+l/us/5yDIu1MBeFGTU45NtFM=,0
VWjzxpDlsnuoX+3SckwzoUoKnsam7mpB5YMDJwS3JaI=,0
S2393FvtTX7LCeioxJn33emza/T8l96YXwrkSgj5zKk=,0
lpxiQrdjZIhPoqGh+6Ca6hFZS1KY7ZGR2CL0Ny2MScM=,0
yhiR7vIyl90i36SyJb+nDOJbASoLtVEO3J258BOueo8=,0
Y14ZewhNBN6MytWwP1Vh7tnsoeIn/dOf5xAxTdMz1B0=,0
mD3T6yvGRH02NG/PMAD5Pb5OX5cM+ESMGFjDD92914A=,1
sXK57VGZP04F2O5o+YJLzBUAhivhDPu470JGbrT1MTE=,0
JbmjgeeHmmTz+hIhtdIfTXAFSe5AaE+jHmQ7TRfUv48=,1
eO4Sq5K48273L2J0hVvEkLU/GRnI6acIc+XOJDSi6Nc=,0
+A//J5pToBYW7cLpSg6p594VLxcZedo24kpuoDgr4zA=,0
k8CsUIFaR1g30QF6RCQUdBonN/6RaoemMaUwArR2sjE=,0
ZDmK7IRqmHXlBdRhoksBcPwFPOzGZlx3HqX7stoEXJA=,0
05VwVicOwk3NmR8q2sotD2aWSnozx0F2bHh8udaezr4=,0
xQTt/gOoJJiBgqNoeBGFP2izn+rG1xkpNgDORyvhjKs=,0
wp9CiMPxMt94HiWKRwNTK7sfMigvfNkIw2Gi8I+WIZs=,0
JyivpSwNEUVsWg0dsf8xmjTmIGRH3WpTkTqZBApXWLs=,0
AAn5/PkkAedgcgnZGhsQWj88fQi22njvN2nOsgHKh7U=,0
wR21ip4ccph6RhyMQWm96yf726K/mYYzOpMTYSltZaQ=,0
WtKz9r3jYrkXLmcZEAGc2o7sRBooPaujpm45pXv32ro=,0
r63F27ZA3yC/nsXpMSQhYPKfkPWWHFCGyKedB7fvYjk=,0
Jv+xaBdGTR337NfAEzKsQCKgtSaCaJsGOcdhq15nEok=,0
aqCViwW4A/2yD1ppg+XSC/XqnFZixP5tRBOYXYN/5oU=,0
x0zL6AeVwUkLPz+jLkSIGIVlJyTfEF6HZUZ6X5VnNas=,0
uBsqWs9+p3B7xTn/XpD9Xy7L5Ofe1YIQ0jY32Xb7vyI=,0
bbtqcyLzvvDIAhZKdPy01nK/bovXP1TK4970GUedSdA=,0
FyY3uDDt0Fx0G/3LzSU4zQ4zy9/lDuPFubMq3gSo0Og=,0
lqNIhQMdwK5eozcbGX0jrMBwDgJ7a6slQuBmWY2rpQ8=,0
oKcsSm8pN2mTbhwSIqZ9XJr3lx9+CBRIDvuNY00ZK5k=,0
rba/qZgy0oVvkbuyNY03Y+pgCLx78Sdpmy6RUF5JxGQ=,0
GaZEbZMs2GVnVm2ia1M19tX+Sxv4IrhEcrBAf+GFU4Y=,0
2bYKq4EGu3zqJDUmeEpGlpo5kli0XOCUQbBa4Fh1N88=,0
JYLrRyyR9uoWpi09/rl2ZkMXD3qYO1a1/IcceMzTsP4=,0
gM7UyEaK43EIt+UE2qHF/JX1IbRSiXVLIdMqHR138mo=,0
Saaz/rdOjJ5vV93z/LEUPLp7gBB9A7F7iA2G91ImE4U=,0
kw9vLGQBR46tyrXO/0VuK/liHN/4RrISm3mkLhodAtU=,0
2+N3aBDGaVc6NnJShtcXayzMV0ClKWd+NlKj7fGbiPU=,0
ylqCpi5IrWHXMc0LM/HPp0rE5P+oolEnpTzyBzvO5zM=,0
DLrMn0RxbTd/y2CotllsvJWAcawSno4yIiPSvpRRI1Y=,0
Api4RK8oW9sHBmWiTNpZbyYx7GkOaMCsIYqDefZY16Y=,0
tYQmL0RQlOzZ8fbA+l/3ajaZP+aGBMiYeS4q/d0IX3k=,0
TxhKzaSE9NYK7tvu/6HlshIaKoZEtftWCJ1ksc4SpuI=,0
Ij8eFBafqhEV5ekr6RhFPA5zGLqDrOLJptyRgRyMvkg=,1
Axp6iLubJG4Q3ge+HhRad0cVfeWETOyOLgg0qrmqelc=,0
wABgZpINorXUGDobuadkQA2oMbWi9ECgmyVWw2yQceU=,0
ye4EhMSc6sjCtTBUBomDuLfoYAfml+KCX+1CEuzP87s=,0
3eH3mDhkkoxL8tLyoWuDtOX6CCj342TkwOMpO3GZoSQ=,0
hGWs5LVjgMFn+dQEtWtiMimLb3Dt5d/g/O0tg9sCyxg=,1
a9uMrT7hBxN/0ibmpEhsnUjKOuSce0cmjts9NT62fiQ=,0
sXslQvIqnb4ofbUFzBqlv8KfqxB4pc5zPiehECesxss=,0
rVCQQC5CFEwI10sBtJov4USFbB2r5XPgKIBMGQ+l7dI=,0
d5erFcypn5VhD18ATKwlkgCBCKYa7DezKn61uN8KEsM=,0
kORvcov+RQtFIasGy1k2wwMnmwI58g6rnxyhWrzZag8=,1
QRZ0yW1+c5QCUFGVvkVN2dbraLW+fhXyT/gPu4z7+Cw=,0
zvou2i1tFFxvbk2o/ix+/d2IbWdExctVyaHMZrhjJJA=,0
uEd5WFBToBu0N/wF+w0eIy21Ysxz42UsCP0TsSKUyAg=,0
XhSnN6subcoLlptHzLhmvUcfHHR+swQkEJvGbfUrs9U=,0
mDxQi+e9mv+DLLHPwhsJ7i68QSvsHhsE2T5YKBP8J8c=,0
w+fuW2g+LiVGTMzQHtBqnhJgDyGURW1YvOWJQx6pDzw=,0
47n7f36JN4vxGBOUcYKzhlmltzhk5jVQhyocRgm5oK4=,0
Nan+LJcaiA0lLzdFqxJ5MDA0gZO86jNJTNgLp+RPRNI=,0
jto54ZGnZjsV5fOlzkok5mak56TsprCYviMVf+IOX9o=,0
L9LXFc+ZX6KpaUHcgiTzQTqr4ol5YXibFiNWvUWGxp0=,0
BMU/r6l1bV1n1DwDZ+ifZSpL8xb1H9mCPeWnbPwzGMk=,1
hw/+nL5GCA8TAV+5QH2Gn4e2s5c7Rj301ik+vLhmNFY=,1
UV1+GwN+5ILOhX6HT7rO3XmneEMd1zxSDbANZVYgdqs=,0
3wGRh6LLZeM6yMIBzvDZ74i6ri0gY9JMTUMKRDo8tQc=,0
2mYilf2zDEGvxUVsQXaloqFe/rx9GVpCRhnr04GKC+g=,0
71GAZd90YX0aac5+l87uB0R+vU5yBIR6F3Hm2bimJi8=,0
gyMgrGrt1thozr2AZo6TJE/ZIsUnpLrB63R+QJv5cOE=,1
0p9jd9Bd9OzA/5zwz010gBoscU0uylvX8QPeCV7Oth8=,0
FQUrA+LyBLoXBHLS7MLT9jK4J1ZW9AJGP3QP/cCXZHY=,1
wyGyGYGHh8bTArTW9Ti9k7cs/SI350dgPJVCiTxhEYE=,1
7yyheMXQk7TK8TezFI8VsSnQWDOoWJcOGHwFy1P2v8w=,0
vx67guuQT4LqQ02ZjhdRV6aYFybyrJuCHNht/CnEUbs=,0
tcr3CN5D8s0Bj+g3059NZZfYz6arWVmXluD9aqmnI+M=,0
bQnPN11swy7mPca0dRKHXxr0Z+arRn/rD/314nnV+fU=,1
ieXBlRWC9Swd7ggZkQqPuvN/emNAGk1WcwbCiaePBdk=,0
YDheqVGpNkxemMg2wsq9jVKDrJ1tbzGwmiOoL+l/Pvo=,0
eNCgcVPHzFOVNIV+KXrfxGkXnP5F9SDlwVoIwjJkO44=,0
LRIOrPCLEJGFvlu1zZghlF3Y0nNZRBW0yfmItNhxb5c=,0
9eYx+TojozZ5U98xCheK5fuFfzGfsYeWr6znhX4gX3s=,0
Tp7yYUfy8k0Q6iKfcTwwMhrFad7dUtIlWCAmask3wtg=,0
XWJXn2DoOPHNOGWAfFk59VSH4J59IcG58utDUOeMasE=,0
/OrkK+agRQCMhB2GK3KctomRLGCQuWxUqw9ml1eQNog=,1
flQd794q2RqMENZFrUhMpKepRJYtAj03dlFQGUsjirc=,0
KaPK8BkPrDmLpS1VHEUInxNBhkmYW+HjL75RE/YmknA=,0
MGBjiB86DeQtbB5bd1BeTKd2LjrcxZdWPvNRgLd7waA=,1
9cJuZYgjhtM/BRou9WjBMgW1coahjIuT0p5SV31nVBA=,1
OP14FuG+1Wbq6phYr5hUASxlv+yQBlkToeKVhKKwo/I=,0
sN8dw8zYZKnl4ESsVMbsSEyf1ikMC6s7g29QgvXifkU=,0
J0OTAVluqj0yKYSn31eKgt4ZvcI0EiihvngWGZrNMHc=,0
n3njWKVV6qOgS81n0cm4T8aXrRhfZvUL720jaDreSjY=,0
k+VQx+2xr3M6FY+BYl1qVjSqGz12jov4tMhTo777qzI=,0
XL/jSLW9U8kHViUAMO+ZjEH5lqEAtYurKErsmK2xSrU=,0
/NzOLRF0LbA0+MIOD8t2De/pR3Nrp7GjAgx3GQ+IciQ=,0
Q5taOUa0jHRyTICBkVxgjKHpnfKXa4XziADYN9UDYGg=,0
enR0/P2sGhKtQKfRj5VzT7La2CYyEpau2T1Oshwt+1c=,0
+5aAiJ4OMNMhJXGjed+sodsB9AuHcj8USR8KwcLeqtA=,0
x3PhQJ0ETu3p+D2/vCYXqEBB1yR/t0OVlpsB2prxjzI=,1
fWvUdFoOCNb5BARA1fJd56S30h2yCtbisTBERJHYvoY=,0
XpXDcXExkm5j7uc5uPQdbIu/FnUK1Q7pukK2/7AZ6Z8=,0
7+eVGwZIkbiTkbJ9xy/a3TNqg0hanRWh3GhfycIm3fw=,0
nYlMSQbEM68lzEfOundUQ4GUqxD/ACBK3fI2tKm0z+o=,0
a9gN8p0mo6mdTmTfenscbxIZXOkNkExOYy2Eo/NUdXM=,0
Obe8dgrJPIiU94zzmR7oRXP7WR8gU47sxVNDXupqCsI=,0
83CaTUwbPZ3NwwKoqsVoAj0Ei6lUFGSVFoTH82+dvBU=,0
zhRqOip2WV8UhoOdt07MyPZhJvXraZ7DkZyRubkG+fY=,0
oQOU8S1ypl1+eQIpfy49p6b/9d0DfO62eDd0PRO0+is=,1
3rzd7puxkntqhKGcieDd7UnnnIeSARg3AVxRgYtn4vQ=,0
MnJIyIHN5uPZ9mf1BiQHyWS7fNajsbBTZXfvodN7/no=,0
yw2Tg6hj5IAR8d29Dww37RsU8+MeiAnhXwxRNz8Q0Hw=,0
sOhFlaSu7gZtkNIQSEIy82Ca948ZzfeZO4jABF1Uivw=,0
pDq99InMdob3hV8WXaVS2YLQIAtL47oFZYV/kwFBrRA=,0
